sample_id,ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,ec,drainage_class,texture_class,area_dekar,slope_percent,irrigation_type,water_source,elevation_meters,variety,previous_crop,first_hemp_season,avg_temp,seasonal_rainfall_mm,avg_humidity,avg_solar_radiation,rotation_n_credit,rec_nitrogen_kg_dekar,rec_phosphorus_kg_dekar,rec_potassium_kg_dekar,rec_irrigation_mm_week,expected_yield_ton_dekar,suitable
130,6.12,37.0,37.4,128.4,5.64,3.45,poor,loam,97.9,21.4,none,municipal,311.0,vezir,fallow,0,13.1,255.7,76.2,20.4,1.0,0.0,0.0,0.0,0.0,0.201,0
131,6.52,23.8,39.5,253.5,1.16,0.85,moderate,sandy loam,164.7,10.3,flood,river,315.9,vezir,fallow,1,32.9,490.6,47.1,16.8,1.0,0.0,0.0,0.0,6.527,0.255,0
132,6.03,69.4,17.6,242.8,1.5,0.21,poor,loam,515.2,17.3,sprinkler,river,719.2,other,cereal,1,19.1,160.0,74.0,20.7,0.0,0.0,0.0,0.0,18.862,0.233,0
133,7.42,34.9,43.8,201.4,3.33,1.57,good,clay loam,166.2,10.5,none,well,27.9,other,sunflower,0,24.0,291.3,69.2,16.7,0.5,0.0,0.0,0.0,0.0,0.528,1
134,6.97,76.9,32.1,101.4,3.85,1.04,poor,silty clay loam,254.4,7.4,sprinkler,well,727.8,vezir,sunflower,0,18.9,518.4,64.2,23.9,0.5,0.0,0.0,0.0,3.341,0.326,1
135,7.82,38.3,19.1,97.4,4.62,2.28,good,sandy loam,293.1,16.4,sprinkler,municipal,726.8,narli,sunflower,1,31.5,360.2,79.3,15.2,0.5,0.0,0.0,0.0,11.812,0.225,0
136,6.9,52.7,31.0,163.9,2.07,0.57,excellent,silty clay loam,193.0,1.7,sprinkler,river,1091.7,vezir,hemp,0,32.1,643.3,42.2,22.1,-1.0,0.0,0.0,0.0,0.0,0.398,1
137,6.36,28.6,36.6,186.8,1.87,3.16,poor,loam,376.4,14.1,none,rain,1062.6,vezir,legume,1,13.4,336.6,35.7,14.5,3.0,0.0,0.0,0.0,0.0,0.207,0
138,5.75,60.1,20.7,88.4,3.11,2.4,moderate,sandy loam,497.8,6.9,flood,rain,806.1,other,fallow,1,32.0,647.7,52.1,22.6,1.0,0.0,0.0,0.0,0.0,0.251,0
139,7.18,23.5,35.2,189.7,1.93,1.53,poor,clay loam,528.4,6.0,drip,well,734.9,other,legume,1,11.1,372.2,41.2,13.5,3.0,0.0,0.0,0.0,9.441,0.242,0
140,6.26,21.6,27.3,197.0,4.85,1.73,poor,silty clay loam,436.9,3.0,drip,well,557.6,other,cereal,0,30.5,636.6,52.9,15.7,0.0,0.0,0.0,0.0,0.0,0.223,0
141,5.04,20.8,12.1,186.3,3.72,3.8,poor,sandy loam,544.8,14.4,none,municipal,305.3,narli,legume,0,31.6,576.1,53.0,19.5,3.0,0.0,0.271,0.0,0.0,0.093,0
142,5.03,24.0,31.9,132.3,5.92,3.82,good,sandy loam,236.1,7.9,drip,rain,452.3,vezir,sunflower,0,26.6,389.1,56.1,22.4,0.5,0.0,0.0,0.0,6.331,0.443,1
143,7.73,46.4,29.1,156.4,4.36,3.14,poor,loam,300.2,11.0,none,rain,69.7,vezir,other,1,27.0,489.0,73.4,18.1,0.0,0.0,0.0,0.0,0.0,0.222,0
144,6.57,60.5,11.5,205.6,2.37,1.45,excellent,loam,506.6,12.5,drip,well,714.9,narli,fallow,0,31.0,584.7,38.7,16.9,1.0,0.0,0.624,0.0,0.652,0.369,1
145,5.7,44.8,37.6,158.6,5.71,1.84,poor,clay loam,452.2,0.9,none,rain,58.7,other,legume,0,29.4,631.6,66.9,22.5,3.0,0.0,0.0,0.0,0.0,0.253,0
146,7.48,68.1,39.2,133.0,5.22,2.44,good,clay loam,86.1,16.8,sprinkler,well,388.7,other,sunflower,0,18.1,203.2,79.8,16.9,0.5,0.0,0.0,0.0,19.866,0.349,1
147,7.56,29.0,38.5,101.9,2.86,3.05,poor,silty clay loam,91.5,19.7,none,river,1061.0,narli,fallow,0,22.9,366.4,64.3,22.9,1.0,0.0,0.0,0.0,0.0,0.174,0
148,7.45,21.7,32.3,193.4,2.77,3.54,excellent,silty clay loam,551.2,16.9,flood,rain,1060.7,vezir,hemp,0,11.7,451.3,79.3,17.2,-1.0,0.0,0.0,0.0,11.663,0.281,1
149,5.63,61.4,33.4,262.7,1.73,2.87,moderate,silty clay loam,334.6,14.2,drip,municipal,627.3,other,fallow,0,27.2,487.1,79.7,17.5,1.0,0.0,0.0,0.0,4.927,0.32,1
150,6.14,18.4,10.1,118.7,5.32,3.94,good,loam,506.8,15.3,flood,river,833.9,narli,sunflower,0,10.8,584.0,72.0,22.1,0.5,0.0,0.952,0.0,1.281,0.372,1
151,6.99,75.2,22.3,270.5,6.37,1.32,poor,sandy loam,451.3,4.9,none,river,1004.4,other,other,0,28.4,423.3,65.2,20.9,0.0,0.0,0.0,0.0,0.0,0.351,1
152,5.56,26.3,27.0,143.0,3.36,2.27,moderate,loam,358.7,6.0,flood,rain,786.5,narli,legume,1,16.7,175.4,81.6,18.6,3.0,0.0,0.0,0.0,27.748,0.472,1
153,5.66,27.0,10.5,171.1,3.29,2.19,poor,silt loam,148.3,5.1,flood,municipal,409.7,narli,fallow,0,34.9,561.8,84.1,10.1,1.0,0.0,0.867,0.0,2.901,0.11,0
154,6.86,77.3,33.3,130.6,6.04,3.79,excellent,silt loam,333.3,6.6,flood,rain,545.7,vezir,other,1,21.9,624.1,43.4,23.4,0.0,0.0,0.0,0.0,0.0,0.707,1
155,6.27,21.8,27.9,214.6,6.37,3.12,poor,loam,33.8,15.9,drip,well,99.1,narli,sunflower,0,23.5,263.8,47.9,15.4,0.5,0.0,0.0,0.0,16.092,0.262,0
156,6.6,56.7,30.9,226.3,4.22,2.83,poor,silt loam,558.3,2.8,flood,well,324.0,vezir,hemp,1,25.8,387.0,61.7,11.9,-1.0,0.0,0.0,0.0,13.478,0.397,1
157,7.74,66.7,35.0,142.1,6.22,2.26,moderate,sandy loam,44.2,12.8,none,well,349.1,other,other,0,17.3,356.3,67.3,17.2,0.0,0.0,0.0,0.0,0.0,0.289,1
158,5.54,67.0,39.5,247.3,6.13,3.98,excellent,silty clay loam,62.4,14.9,flood,well,233.2,other,hemp,0,17.6,485.6,46.7,14.0,-1.0,0.0,0.0,0.0,7.862,0.355,1
159,5.46,51.8,37.9,270.9,1.93,1.32,moderate,clay loam,180.5,8.2,flood,rain,519.9,vezir,sunflower,0,10.9,472.8,39.1,13.9,0.5,0.0,0.0,0.0,9.139,0.374,1
160,6.88,62.3,41.0,246.9,4.47,3.27,excellent,silty clay loam,143.4,1.3,flood,rain,726.2,narli,sunflower,1,32.1,444.8,77.9,11.9,0.5,0.0,0.0,0.0,10.698,0.433,1
161,7.95,59.5,36.0,90.9,1.88,2.31,moderate,clay loam,564.7,1.4,none,river,87.9,vezir,cereal,1,13.6,603.9,53.1,16.6,0.0,0.0,0.0,0.0,0.0,0.336,1
162,7.11,48.9,38.7,243.7,2.45,2.22,moderate,clay loam,399.1,8.4,drip,municipal,426.4,narli,fallow,0,30.1,322.5,74.6,22.4,1.0,0.0,0.0,0.0,11.871,0.353,1
163,5.45,25.2,30.3,239.7,4.64,1.72,good,sandy loam,299.3,10.8,sprinkler,river,719.0,vezir,legume,1,11.5,446.2,41.7,17.2,3.0,0.0,0.0,0.0,8.233,0.455,1
164,6.55,41.4,43.9,200.3,5.83,2.94,good,sandy loam,145.6,13.5,none,rain,204.2,vezir,fallow,1,23.7,533.7,66.2,17.2,1.0,0.0,0.0,0.0,0.0,0.561,1
165,5.4,16.1,27.3,260.1,4.76,3.32,poor,loam,296.0,13.7,drip,well,120.6,other,cereal,0,22.6,150.6,81.9,19.5,0.0,0.0,0.0,0.0,20.771,0.18,0
166,6.29,76.0,25.8,229.1,2.93,3.24,poor,clay loam,97.7,10.8,sprinkler,well,325.9,other,hemp,1,8.1,521.8,35.4,17.3,-1.0,0.0,0.0,0.0,4.412,0.168,0
167,6.28,53.0,17.7,177.9,4.11,2.49,excellent,loam,259.7,17.4,none,river,419.8,other,hemp,1,16.3,322.2,70.3,20.3,-1.0,0.0,0.0,0.0,0.0,0.352,1
168,7.1,25.5,15.9,148.1,2.86,2.25,poor,loam,245.7,14.2,drip,river,529.4,other,hemp,1,15.1,335.4,65.5,20.1,-1.0,0.0,0.0,0.0,10.272,0.258,0
169,7.32,26.4,26.3,62.4,5.68,3.73,good,loam,39.5,13.4,sprinkler,river,747.9,vezir,cereal,0,34.3,193.4,48.8,15.6,0.0,0.0,0.0,0.0,19.654,0.195,0
170,7.11,74.7,28.3,219.8,4.08,2.37,good,silt loam,151.3,21.2,none,rain,640.9,vezir,cereal,0,10.9,186.2,49.7,23.3,0.0,0.0,0.0,0.0,0.0,0.238,0
171,7.9,51.6,36.5,226.6,6.29,1.89,excellent,silty clay loam,520.0,10.9,flood,well,433.3,narli,other,0,29.6,356.2,52.7,17.5,0.0,0.0,0.0,0.0,16.233,0.409,1
172,7.25,37.2,28.5,99.3,2.73,0.95,good,loam,569.3,15.2,sprinkler,rain,816.1,narli,other,1,15.2,264.6,76.7,21.7,0.0,0.0,0.0,0.0,16.571,0.51,1
173,5.02,70.7,43.4,246.6,3.04,1.33,good,clay loam,126.1,16.9,flood,rain,259.9,other,cereal,1,29.6,389.2,62.0,17.0,0.0,0.0,0.0,0.0,16.164,0.267,0
174,7.09,44.9,33.5,62.6,2.16,2.37,good,silt loam,375.4,6.1,flood,river,311.0,other,sunflower,1,21.5,255.3,70.0,15.2,0.5,0.0,0.0,0.0,24.629,0.555,1
175,5.3,32.5,16.7,155.1,3.09,0.67,moderate,clay loam,487.3,4.3,none,river,1095.2,other,fallow,0,16.5,393.3,47.5,22.0,1.0,0.0,0.0,0.0,0.0,0.4,1
176,5.76,69.5,11.6,223.8,2.43,1.51,good,silt loam,31.5,3.1,sprinkler,river,1077.7,vezir,sunflower,1,21.8,537.4,57.3,11.1,0.5,0.0,0.448,0.0,2.846,0.491,1
177,6.27,54.8,23.0,259.6,1.44,1.44,good,silt loam,398.7,15.8,none,municipal,978.7,vezir,other,0,34.1,357.0,44.2,10.3,0.0,0.0,0.0,0.0,0.0,0.18,0
178,5.24,25.8,11.8,74.0,5.83,2.24,poor,clay loam,323.9,21.9,drip,municipal,687.6,narli,other,0,18.5,264.7,71.9,16.2,0.0,0.0,0.426,0.0,14.299,0.138,0
179,7.59,45.4,40.2,265.7,4.02,0.63,moderate,silty clay loam,366.6,14.1,none,municipal,1001.6,vezir,fallow,1,10.4,303.9,55.6,12.2,1.0,0.0,0.0,0.0,0.0,0.219,0
180,5.86,49.8,33.4,168.2,5.16,1.27,excellent,silt loam,366.3,17.6,flood,river,464.7,other,hemp,1,12.4,518.6,54.5,15.3,-1.0,0.0,0.0,0.0,6.492,0.38,1
181,7.05,33.5,35.5,237.9,3.27,3.43,moderate,loam,188.0,14.2,none,municipal,776.5,vezir,cereal,1,12.1,634.9,36.1,23.6,0.0,0.0,0.0,0.0,0.0,0.32,1
182,5.27,16.0,16.0,152.5,5.32,2.04,good,clay loam,424.2,1.2,drip,river,80.5,vezir,legume,0,12.9,597.8,47.5,15.3,3.0,0.0,0.0,0.0,0.083,0.461,1
183,7.98,27.9,35.2,80.7,4.66,0.91,excellent,silt loam,563.0,3.9,drip,well,293.6,other,sunflower,1,32.0,581.8,45.9,11.6,0.5,0.0,0.0,0.0,0.789,0.298,0
184,5.36,66.3,8.3,69.2,5.31,1.95,moderate,silt loam,467.1,5.8,none,well,760.8,vezir,other,1,17.6,227.0,61.8,11.5,0.0,0.0,1.772,0.0,0.0,0.345,1
185,7.2,16.4,22.0,219.4,2.38,0.25,excellent,silty clay loam,190.9,15.5,sprinkler,river,607.1,vezir,other,0,31.4,449.3,78.0,12.2,0.0,0.961,0.0,0.0,7.628,0.251,0
186,6.36,65.4,26.7,221.4,5.86,2.52,good,silty clay loam,158.5,16.0,none,river,586.0,vezir,fallow,1,15.6,354.9,51.1,11.3,1.0,0.0,0.0,0.0,0.0,0.467,1
187,5.57,17.1,31.7,145.5,3.69,2.53,good,sandy loam,232.5,13.5,drip,well,1024.6,narli,other,0,32.0,190.0,75.1,10.8,0.0,0.0,0.0,0.0,15.667,0.287,0
188,7.13,68.5,17.8,68.9,1.39,1.29,moderate,silty clay loam,76.3,16.1,none,river,228.6,other,cereal,0,33.6,429.2,62.9,20.4,0.0,0.0,0.0,0.0,0.0,0.144,0
189,7.38,50.7,26.7,204.7,3.94,2.44,good,silt loam,339.0,21.9,flood,rain,845.3,vezir,other,1,14.5,422.8,53.8,17.7,0.0,0.0,0.0,0.0,9.154,0.365,1
190,5.0,17.3,18.5,63.6,1.74,3.57,poor,silt loam,590.9,5.1,flood,well,853.2,other,sunflower,0,21.8,435.3,63.6,11.3,0.5,1.215,0.0,0.0,13.577,0.221,0
191,5.9,52.1,29.1,107.8,1.42,1.37,excellent,loam,303.2,19.8,drip,municipal,60.4,other,hemp,1,9.5,535.5,52.4,21.4,-1.0,0.0,0.0,0.0,2.819,0.236,0
192,6.96,54.1,8.4,231.0,3.1,1.29,poor,silt loam,333.2,3.7,sprinkler,river,74.6,other,hemp,0,28.3,437.6,39.5,16.0,-1.0,0.0,1.648,0.0,8.568,0.303,1
193,5.79,40.9,24.1,213.5,5.19,1.98,moderate,clay loam,249.3,12.8,sprinkler,river,97.4,vezir,sunflower,0,23.6,206.3,55.7,15.1,0.5,0.0,0.0,0.0,17.112,0.323,1
194,5.51,37.7,38.4,236.6,4.43,1.82,moderate,loam,417.5,3.9,drip,well,818.7,narli,fallow,0,31.5,560.1,35.7,19.7,1.0,0.0,0.0,0.0,1.679,0.267,0
195,6.57,31.8,25.9,220.6,1.78,2.83,poor,clay loam,358.1,14.8,drip,municipal,203.9,vezir,cereal,0,24.7,176.5,67.7,10.1,0.0,0.0,0.0,0.0,19.197,0.223,0
196,7.59,16.2,40.1,202.9,2.27,1.58,poor,silt loam,301.1,13.3,drip,river,234.8,vezir,fallow,0,8.6,273.7,61.5,14.7,1.0,0.137,0.0,0.0,14.635,0.134,0
197,7.93,47.6,38.0,197.7,5.83,3.57,poor,silty clay loam,570.5,5.4,flood,rain,729.5,narli,other,1,33.9,456.2,66.3,13.2,0.0,0.0,0.0,0.0,11.918,0.115,0
198,5.99,50.2,15.7,90.5,3.98,3.22,moderate,silt loam,419.3,19.8,sprinkler,rain,1095.3,narli,other,0,32.8,308.7,62.9,23.3,0.0,0.0,0.0,0.0,12.456,0.179,0
199,6.24,41.7,24.4,265.4,5.92,3.74,good,loam,471.9,2.8,sprinkler,well,843.4,other,fallow,1,23.3,265.5,46.6,19.6,1.0,0.0,0.0,0.0,14.202,0.63,1
200,6.81,61.3,21.8,247.5,3.7,0.64,moderate,loam,38.7,16.9,drip,municipal,1046.2,narli,other,0,13.5,252.3,43.9,23.4,0.0,0.0,0.0,0.0,11.798,0.351,1
201,7.33,54.5,38.5,218.4,3.17,3.76,poor,silty clay loam,83.4,10.3,drip,river,580.2,vezir,other,1,18.5,532.6,83.1,12.7,0.0,0.0,0.0,0.0,2.842,0.264,0
202,5.5,34.1,42.0,211.8,5.97,1.91,excellent,sandy loam,439.1,2.9,sprinkler,rain,466.6,vezir,legume,1,23.9,506.3,45.1,16.4,3.0,0.0,0.0,0.0,4.062,0.556,1
203,5.34,44.2,21.4,175.2,3.11,3.19,moderate,clay loam,339.2,1.4,sprinkler,municipal,630.7,other,cereal,1,11.9,534.6,37.6,14.3,0.0,0.0,0.0,0.0,3.096,0.332,1
204,7.7,77.4,8.1,228.4,1.07,2.04,excellent,silty clay loam,488.3,13.6,none,river,254.2,other,hemp,0,19.9,450.6,35.3,22.4,-1.0,0.0,2.045,0.0,0.0,0.404,1
205,6.05,24.4,9.2,187.2,4.32,1.39,poor,sandy loam,83.2,21.9,sprinkler,municipal,680.0,other,other,0,29.3,238.7,57.8,18.1,0.0,0.0,1.457,0.0,16.862,0.185,0
206,6.14,19.4,23.8,181.1,2.61,0.62,good,silt loam,325.7,11.8,sprinkler,well,138.0,other,other,0,10.4,512.0,65.2,21.0,0.0,0.0,0.0,0.0,3.963,0.323,1
207,7.78,54.9,26.4,220.4,3.74,3.25,moderate,silt loam,588.0,0.5,drip,rain,695.5,narli,other,0,29.6,649.5,55.7,14.7,0.0,0.0,0.0,0.0,0.0,0.333,1
208,5.84,66.4,19.4,171.5,2.78,0.12,good,silt loam,249.7,12.7,drip,river,229.5,vezir,other,0,20.8,167.8,41.8,12.2,0.0,0.0,0.0,0.0,16.788,0.552,1
209,5.17,48.9,28.9,209.2,4.05,0.17,good,silt loam,58.4,3.7,drip,municipal,1082.3,other,fallow,0,23.4,344.8,64.8,22.1,1.0,0.0,0.0,0.0,10.527,0.45,1
210,6.24,47.3,16.8,159.4,6.23,0.94,good,loam,85.1,17.4,sprinkler,well,499.3,narli,hemp,0,12.2,320.1,59.2,22.2,-1.0,0.0,0.0,0.0,12.849,0.405,1
211,7.98,28.3,9.4,145.3,5.76,0.55,good,sandy loam,418.5,13.3,drip,municipal,524.2,narli,legume,0,25.8,306.2,63.9,14.4,3.0,0.0,1.407,0.0,12.59,0.414,1
212,5.96,43.7,12.4,92.9,2.51,0.16,poor,loam,334.7,12.3,flood,river,1038.7,vezir,fallow,1,9.9,456.6,51.9,16.2,1.0,0.0,0.175,0.0,9.364,0.227,0
213,5.54,53.7,29.9,244.0,4.85,2.5,good,silt loam,494.1,15.8,drip,rain,633.2,narli,other,0,20.3,492.2,70.5,16.5,0.0,0.0,0.0,0.0,4.892,0.344,1
214,7.74,40.5,33.9,206.3,5.34,3.54,excellent,clay loam,37.6,10.7,flood,rain,518.1,narli,sunflower,0,24.3,213.7,40.1,21.4,0.5,0.0,0.0,0.0,22.57,0.438,1
215,6.24,55.4,28.3,274.3,3.11,1.43,excellent,clay loam,349.0,7.9,sprinkler,river,735.6,narli,other,0,23.5,393.3,64.6,16.5,0.0,0.0,0.0,0.0,11.048,0.909,1
216,5.21,22.1,38.1,229.7,3.08,2.03,poor,sandy loam,146.2,3.5,drip,river,733.8,vezir,fallow,1,24.6,373.6,45.3,22.3,1.0,0.0,0.0,0.0,7.524,0.304,0
217,7.75,79.4,29.6,194.5,3.81,3.41,good,sandy loam,234.1,12.3,drip,well,779.6,vezir,legume,0,31.4,267.6,70.1,15.5,3.0,0.0,0.0,0.0,12.571,0.298,0
218,6.99,45.9,15.0,144.6,6.08,3.38,moderate,silt loam,598.5,14.9,sprinkler,well,97.5,narli,cereal,0,21.1,368.4,84.5,11.2,0.0,0.0,0.0,0.0,11.67,0.356,1
219,5.54,48.1,28.4,159.0,2.95,0.82,poor,silty clay loam,308.9,16.2,flood,rain,1020.7,other,sunflower,1,9.0,391.6,53.4,18.1,0.5,0.0,0.0,0.0,13.993,0.105,0
220,7.58,63.8,18.3,173.7,3.88,2.48,moderate,clay loam,385.8,14.8,drip,municipal,682.1,vezir,fallow,0,20.7,406.3,58.5,20.3,1.0,0.0,0.0,0.0,7.434,0.396,1
221,7.25,62.3,28.9,73.5,3.6,0.76,poor,silt loam,489.2,13.9,flood,rain,109.1,other,legume,0,15.5,216.3,49.0,22.0,3.0,0.0,0.0,0.0,27.759,0.274,0
222,5.45,44.0,37.9,117.5,4.85,1.99,poor,silt loam,590.8,21.3,sprinkler,rain,833.0,vezir,hemp,1,19.9,468.8,45.5,20.3,-1.0,0.0,0.0,0.0,5.995,0.184,0
223,5.9,63.5,35.8,177.2,3.09,2.85,excellent,silt loam,104.2,19.2,drip,municipal,1021.4,vezir,hemp,0,34.0,491.4,37.1,22.8,-1.0,0.0,0.0,0.0,3.604,0.193,0
224,7.58,36.8,17.9,81.6,4.6,1.63,moderate,silty clay loam,466.9,11.7,sprinkler,municipal,611.4,other,legume,0,8.3,198.8,40.2,16.2,3.0,0.0,0.0,0.0,19.684,0.257,0
225,6.97,69.3,43.2,200.4,4.89,0.57,moderate,clay loam,400.7,19.8,sprinkler,well,771.3,vezir,sunflower,0,33.3,469.4,81.1,13.9,0.5,0.0,0.0,0.0,6.348,0.138,0
226,5.49,19.8,36.8,144.2,2.83,0.33,good,loam,275.5,11.1,sprinkler,rain,212.7,vezir,legume,1,28.8,259.2,67.2,22.8,3.0,0.0,0.0,0.0,17.328,0.4,1
227,7.69,24.7,31.7,265.2,4.66,1.14,good,clay loam,353.3,11.6,none,rain,490.9,other,legume,0,8.1,627.1,75.9,16.7,3.0,0.0,0.0,0.0,0.0,0.28,0
228,6.2,56.1,43.5,79.9,3.94,3.85,poor,clay loam,461.1,6.7,sprinkler,river,618.8,vezir,other,1,26.8,598.2,66.5,15.0,0.0,0.0,0.0,0.0,0.082,0.381,1
229,6.78,46.8,10.3,178.9,2.69,2.18,excellent,sandy loam,41.5,1.7,drip,rain,147.6,other,other,0,33.4,585.1,61.8,20.4,0.0,0.0,0.986,0.0,0.614,0.273,1
230,5.06,74.0,30.9,113.4,4.57,0.16,poor,silt loam,496.0,2.6,sprinkler,well,903.2,narli,legume,0,29.6,260.3,75.2,16.0,3.0,0.0,0.0,0.0,15.03,0.23,0
231,5.41,69.4,37.3,228.1,4.26,1.41,poor,silt loam,101.9,9.4,flood,river,493.8,other,legume,1,29.4,466.1,53.8,12.2,3.0,0.0,0.0,0.0,11.211,0.208,0
232,7.12,53.6,18.5,212.6,5.36,1.96,moderate,loam,103.0,6.3,none,rain,278.4,narli,fallow,0,24.1,508.6,65.6,11.2,1.0,0.0,0.0,0.0,0.0,0.593,1
233,7.93,55.2,39.9,277.1,3.79,1.91,moderate,silt loam,50.8,2.9,sprinkler,rain,557.3,narli,other,0,9.5,332.1,45.5,13.5,0.0,0.0,0.0,0.0,12.301,0.268,0
234,5.16,49.9,13.8,66.4,3.83,0.38,moderate,clay loam,363.8,7.5,sprinkler,municipal,268.5,narli,sunflower,1,14.4,356.3,45.0,22.5,0.5,0.0,0.0,0.0,12.136,0.385,1
235,5.53,39.3,24.9,102.7,2.97,1.15,good,loam,38.6,12.7,flood,river,140.0,vezir,hemp,0,28.5,259.9,49.8,12.2,-1.0,0.0,0.0,0.0,25.715,0.354,1
236,6.66,29.9,23.2,174.8,5.74,0.94,excellent,clay loam,181.9,16.2,sprinkler,river,373.5,other,cereal,0,24.0,224.5,63.7,10.1,0.0,0.0,0.0,0.0,18.619,0.499,1
237,6.44,66.9,38.4,159.5,2.32,2.28,poor,clay loam,571.0,3.4,flood,river,719.5,narli,legume,0,16.2,501.7,77.9,20.5,3.0,0.0,0.0,0.0,6.889,0.285,1
238,6.22,66.3,21.7,162.1,4.48,3.46,poor,clay loam,538.2,7.7,drip,municipal,480.0,vezir,other,0,22.6,547.2,74.4,11.1,0.0,0.0,0.0,0.0,2.379,0.317,1
239,5.33,38.8,30.9,140.4,1.96,2.28,poor,silty clay loam,431.4,4.9,flood,river,602.8,other,hemp,0,28.3,585.6,70.1,20.5,-1.0,0.0,0.0,0.0,1.075,0.213,0
240,6.27,18.5,21.8,159.5,3.76,3.34,excellent,silty clay loam,413.4,12.0,flood,rain,690.6,other,other,0,33.4,182.8,79.6,16.4,0.0,0.0,0.0,0.0,35.365,0.286,0
241,7.09,47.3,40.4,174.6,4.45,1.24,moderate,clay loam,221.1,10.0,drip,municipal,224.2,narli,cereal,0,22.0,317.9,63.9,19.2,0.0,0.0,0.0,0.0,11.025,0.427,1
242,6.65,44.8,29.0,257.6,2.69,3.18,moderate,clay loam,235.7,6.7,drip,river,401.4,vezir,cereal,0,12.3,417.7,44.1,12.5,0.0,0.0,0.0,0.0,7.163,0.559,1
243,6.72,43.7,21.7,105.1,4.89,2.7,good,loam,236.3,12.1,sprinkler,municipal,151.2,narli,hemp,0,28.7,623.9,81.4,12.2,-1.0,0.0,0.0,0.0,0.0,0.489,1
244,5.89,73.2,43.9,225.9,6.47,2.7,excellent,silt loam,419.7,16.2,drip,river,752.2,narli,sunflower,1,24.7,260.2,52.9,14.6,0.5,0.0,0.0,0.0,13.75,0.467,1
245,5.25,70.2,33.1,270.7,6.37,1.64,excellent,silt loam,369.8,11.5,drip,municipal,449.4,other,hemp,1,18.1,292.3,52.6,23.7,-1.0,0.0,0.0,0.0,12.628,0.358,1
246,7.98,67.2,18.7,237.2,6.34,1.75,excellent,loam,504.6,13.4,sprinkler,river,347.5,other,sunflower,1,33.9,528.1,39.4,15.7,0.5,0.0,0.0,0.0,3.27,0.161,0
247,5.56,39.8,28.5,69.3,5.54,3.35,good,clay loam,344.4,10.5,drip,well,186.3,vezir,other,0,20.8,476.9,79.6,15.8,0.0,0.0,0.0,0.0,5.138,0.525,1
248,5.83,79.6,10.5,224.0,4.2,2.31,good,clay loam,585.1,18.1,flood,well,932.9,narli,fallow,1,16.6,589.2,41.8,12.3,1.0,0.0,0.98,0.0,0.7,0.371,1
249,7.81,48.4,36.4,100.3,1.52,3.04,good,silt loam,499.6,15.2,flood,municipal,760.3,other,sunflower,1,23.7,561.7,35.6,17.3,0.5,0.0,0.0,0.0,2.303,0.407,1
250,5.31,25.0,16.2,101.5,5.93,2.49,poor,clay loam,287.1,2.1,sprinkler,well,537.9,vezir,other,1,30.1,594.9,64.9,20.7,0.0,0.0,0.0,0.0,0.253,0.212,0
251,5.43,29.7,12.6,88.6,1.43,2.79,poor,sandy loam,30.9,10.9,none,well,232.1,narli,other,0,9.6,209.5,47.7,10.9,0.0,0.0,0.08,0.0,0.0,0.132,0
252,5.62,73.6,14.8,137.3,1.5,3.4,good,silty clay loam,221.7,4.0,sprinkler,well,127.0,other,legume,0,27.3,632.1,43.6,20.6,3.0,0.0,0.0,0.0,0.0,0.565,1
253,7.09,27.0,32.9,83.6,5.59,3.93,excellent,loam,318.3,9.3,flood,well,523.2,other,cereal,0,17.8,294.1,71.1,11.2,0.0,0.0,0.0,0.0,17.576,0.629,1
254,7.06,69.7,16.4,149.6,6.42,1.77,poor,clay loam,564.7,8.4,drip,rain,745.9,vezir,hemp,0,26.3,209.6,54.7,19.7,-1.0,0.0,0.0,0.0,15.648,0.327,1
255,5.6,69.9,23.0,111.2,3.34,2.05,good,clay loam,226.5,14.8,none,rain,572.3,narli,hemp,1,14.8,398.6,66.4,11.9,-1.0,0.0,0.0,0.0,0.0,0.454,1
256,7.92,39.9,33.1,93.6,4.42,0.48,poor,silty clay loam,465.2,17.5,sprinkler,municipal,735.1,vezir,fallow,1,17.3,579.8,62.3,23.3,1.0,0.0,0.0,0.0,0.922,0.153,0
257,6.38,17.1,28.6,249.3,2.67,2.85,excellent,clay loam,98.0,15.9,none,well,634.4,vezir,other,0,22.6,384.9,63.1,12.2,0.0,0.0,0.0,0.0,0.0,0.437,1
258,7.03,64.8,18.5,73.5,4.25,0.6,good,silt loam,489.5,13.1,flood,rain,125.1,vezir,sunflower,0,9.5,272.1,46.7,14.4,0.5,0.0,0.0,0.0,21.548,0.368,1
259,5.11,57.8,23.6,173.2,3.32,0.18,excellent,silty clay loam,32.9,7.3,none,municipal,638.3,vezir,legume,0,13.6,398.4,75.6,19.3,3.0,0.0,0.0,0.0,0.0,0.424,1
260,6.91,78.3,10.8,247.1,2.18,1.13,good,silty clay loam,253.2,5.4,drip,well,659.2,vezir,legume,0,22.3,363.6,52.4,11.1,3.0,0.0,0.721,0.0,11.233,0.619,1
261,5.75,48.5,32.8,180.5,5.84,2.55,moderate,silty clay loam,309.5,14.7,none,municipal,1032.1,other,fallow,0,32.5,617.3,71.3,10.8,1.0,0.0,0.0,0.0,0.0,0.221,0
262,7.3,69.9,23.2,249.2,6.01,2.57,excellent,silt loam,497.8,14.4,flood,river,458.3,narli,cereal,1,14.6,563.6,58.2,17.8,0.0,0.0,0.0,0.0,2.516,0.502,1
